Mon,Day,DOY,Hour,DOY.h,foF2o,foF2m,SSN,Kp,Dst,TEC
10,29,302,12,302.5,11.95,10.45,92,1,-27,42.26
10,29,302,13,302.54,11.7,10.41,92,1,-23,41.78
10,29,302,14,302.58,11.7,10.34,92,1,-20,40.81
10,29,302,15,302.62,12.4,10.1,92,2,-22,39.77
10,29,302,16,302.67,10.25,9.56,92,2,-26,30.55
10,29,302,17,302.71,8.4,8.76,92,2,-28,22.82
10,29,302,18,302.75,6.15,7.84,92,1.67,-26,16.18
10,29,302,19,302.79,6.3,6.96,92,1.67,-27,13.2
10,29,302,20,302.83,5.17,6.2,92,1.67,-26,10.99
10,29,302,21,302.88,4.75,5.6,92,0,-23,9.52
10,29,302,22,302.92,4.42,5.21,92,0,-24,8.19
10,29,302,23,302.96,3.9,5.07,92,0,-27,7.5
10,30,303,0,303,3.73,5.22,102,0.33,-29,8.26
10,30,303,1,303.04,3.92,5.44,102,0.33,-29,8.9
10,30,303,2,303.08,3.9,5.36,102,0.33,-28,8.8
10,30,303,3,303.12,nan,4.87,102,0.67,-27,nan
10,30,303,4,303.17,4.17,4.45,102,0.67,-27,8.38
10,30,303,5,303.21,4.12,4.69,102,0.67,-25,7.5
10,30,303,6,303.25,4.15,5.73,102,0.67,-26,8.08
10,30,303,7,303.29,7.4,7.15,102,0.67,-26,15
10,30,303,8,303.33,9.47,8.46,102,0.67,-28,20.74
10,30,303,9,303.38,9.75,9.46,102,1.33,-27,24.34
10,30,303,10,303.42,9.53,10.11,102,1.33,-27,29.23
10,30,303,11,303.46,12.15,10.42,102,1.33,-23,37.49
10,30,303,12,303.5,12.5,10.46,102,0.67,-17,42.29
10,30,303,13,303.54,11.5,10.41,102,0.67,-12,41.28
10,30,303,14,303.58,11.5,10.33,102,0.67,-11,41.55
10,30,303,15,303.62,12.3,10.09,102,1,-12,41.7
10,30,303,16,303.67,10.65,9.54,102,1,-9,34.25
10,30,303,17,303.71,8.8,8.72,102,1,-8,24.6
10,30,303,18,303.75,6.2,7.8,102,1.33,-10,15.93
10,30,303,19,303.79,5.1,6.92,102,1.33,-10,11.8
10,30,303,20,303.83,4.28,6.17,102,1.33,-11,10.31
10,30,303,21,303.88,4.1,5.58,102,2,-10,9.16
10,30,303,22,303.92,4.08,5.19,102,2,-4,8.67
10,30,303,23,303.96,4.12,5.05,102,2,-9,9.36
10,31,304,0,304,4.17,5.2,80,0.67,-8,8.42
10,31,304,1,304.04,4.25,5.42,80,0.67,-6,9.19
10,31,304,2,304.08,4.55,5.34,80,0.67,-6,9.33
10,31,304,3,304.12,4.55,4.86,80,2,-7,9.18
10,31,304,4,304.17,4.53,4.44,80,2,-12,7.93
10,31,304,5,304.21,3.88,4.68,80,2,-10,6.78
10,31,304,6,304.25,4.03,5.71,80,1.33,-9,7.59
10,31,304,7,304.29,7.15,7.13,80,1.33,-10,14.25
10,31,304,8,304.33,8.82,8.45,80,1.33,-4,20.35
10,31,304,9,304.38,10.05,9.45,80,1.33,-3,24.4
10,31,304,10,304.42,9.97,10.11,80,1.33,-1,26.88
10,31,304,11,304.46,10.6,10.42,80,1.33,-1,31.38
10,31,304,12,304.5,11.8,10.47,80,2,1,36.16
10,31,304,13,304.54,11.05,10.42,80,2,0,36.86
10,31,304,14,304.58,10.75,10.33,80,2,3,37.82
10,31,304,15,304.62,11.2,10.07,80,0.67,3,40.39
10,31,304,16,304.67,11.15,9.51,80,0.67,0,36.92
10,31,304,17,304.71,9.95,8.69,80,0.67,-2,29.28
10,31,304,18,304.75,7.35,7.76,80,2.33,-3,18.94
10,31,304,19,304.79,5.6,6.88,80,2.33,-6,13.75
10,31,304,20,304.83,5.08,6.14,80,2.33,-15,12.01
10,31,304,21,304.88,4.9,5.56,80,1.33,-16,10.86
10,31,304,22,304.92,4.88,5.17,80,1.33,-15,10.19
10,31,304,23,304.96,5.15,5.03,80,1.33,-16,10.97
11,1,305,0,305,5.12,5.19,90,0.67,-16,9.56
11,1,305,1,305.04,5.03,5.41,90,0.67,-15,9.69
11,1,305,2,305.08,5,5.33,90,0.67,-15,9.11
11,1,305,3,305.12,4.58,4.85,90,1,-15,8.72
11,1,305,4,305.17,4.72,4.42,90,1,-14,7.99
11,1,305,5,305.21,4.45,4.66,90,1,-14,7.42
11,1,305,6,305.25,4.5,5.69,90,2.67,-14,8.49
11,1,305,7,305.29,7.1,7.12,90,2.67,-4,14.02
11,1,305,8,305.33,9,8.43,90,2.67,-3,19.38
11,1,305,9,305.38,10.55,9.44,90,2.33,1,23.81
11,1,305,10,305.42,9.95,10.1,90,2.33,1,27.71
11,1,305,11,305.46,11.4,10.42,90,2.33,-1,32.37
11,1,305,12,305.5,11.35,10.47,90,2.67,-3,35.86
11,1,305,13,305.54,11.3,10.42,90,2.67,-5,37.14
11,1,305,14,305.58,11.5,10.33,90,2.67,-4,38.96
11,1,305,15,305.62,11.75,10.06,90,2,-3,40.74
11,1,305,16,305.67,11.1,9.49,90,2,-6,34.46
11,1,305,17,305.71,9.05,8.65,90,2,-8,24.99
11,1,305,18,305.75,6.25,7.72,90,1,-7,16.02
11,1,305,19,305.79,6.3,6.84,90,1,-4,13.44
11,1,305,20,305.83,5.83,6.1,90,1,-2,11.79
11,1,305,21,305.88,4.67,5.53,90,0.33,-2,8.84
11,1,305,22,305.92,4.85,5.15,90,0.33,-4,8.39
11,1,305,23,305.96,4.8,5.01,90,0.33,-6,8.78
11,2,306,0,306,4.75,5.17,98,2,-8,8.98
11,2,306,1,306.04,4.95,5.39,98,2,-7,9.51
11,2,306,2,306.08,4.83,5.31,98,2,-7,9.25
11,2,306,3,306.12,4.62,4.84,98,1,-9,9.32
11,2,306,4,306.17,4.8,4.41,98,1,-13,8.47
11,2,306,5,306.21,4.62,4.64,98,1,-11,8.09
11,2,306,6,306.25,4.22,5.67,98,0.33,-13,8.53
11,2,306,7,306.29,6.88,7.1,98,0.33,-12,13.51
11,2,306,8,306.33,9.35,8.42,98,0.33,-7,18.9
11,2,306,9,306.38,9.88,9.43,98,1,-3,22.62
11,2,306,10,306.42,9.4,10.1,98,1,5,26.19
11,2,306,11,306.46,11.15,10.42,98,1,3,31.23
11,2,306,12,306.5,12,10.48,98,3,-3,34.88
11,2,306,13,306.54,11.15,10.43,98,3,-7,34.63
11,2,306,14,306.58,10.75,10.32,98,3,-4,35.75
11,2,306,15,306.62,10.8,10.05,98,3.33,3,35.35
11,2,306,16,306.67,11,9.46,98,3.33,-2,32.21
11,2,306,17,306.71,9.2,8.61,98,3.33,-1,24.56
11,2,306,18,306.75,6.7,7.68,98,2.33,-1,15.12
11,2,306,19,306.79,5.75,6.8,98,2.33,3,11.37
11,2,306,20,306.83,4.62,6.07,98,2.33,9,9.33
11,2,306,21,306.88,4.75,5.51,98,0.67,9,8.64
11,2,306,22,306.92,4.78,5.13,98,0.67,8,8.3
11,2,306,23,306.96,4.67,5,98,0.67,3,8.66
11,3,307,0,307,4.58,5.15,112,2,2,8.73
11,3,307,1,307.04,4.47,5.37,112,2,2,9.13
11,3,307,2,307.08,4.62,5.3,112,2,-6,8.84
11,3,307,3,307.12,4.75,4.83,112,1.67,-6,9.01
11,3,307,4,307.17,4.62,4.4,112,1.67,-6,8.38
11,3,307,5,307.21,4.47,4.62,112,1.67,-6,8.01
11,3,307,6,307.25,4.3,5.65,112,1,-7,8.8
11,3,307,7,307.29,7.5,7.08,112,1,-7,13.91
11,3,307,8,307.33,9.57,8.41,112,1,-6,19.3
11,3,307,9,307.38,8.6,9.42,112,1.33,1,20.76
11,3,307,10,307.42,9.5,10.09,112,1.33,1,25.48
11,3,307,11,307.46,11.07,10.43,112,1.33,-4,30.95
11,3,307,12,307.5,11.25,10.49,112,0.67,-3,35.11
11,3,307,13,307.54,11.8,10.43,112,0.67,0,35.55
11,3,307,14,307.58,11.28,10.32,112,0.67,1,37.73
11,3,307,15,307.62,11.55,10.03,112,0.33,2,34.82
11,3,307,16,307.67,10.1,9.44,112,0.33,2,27.08
11,3,307,17,307.71,8.35,8.58,112,0.33,1,18.61
11,3,307,18,307.75,5.05,7.64,112,0.33,-1,11.02
11,3,307,19,307.79,5.33,6.76,112,0.33,-3,9.21
11,3,307,20,307.83,4.12,6.04,112,0.33,-3,7.32
11,3,307,21,307.88,3.88,5.48,112,1.33,0,6.38
11,3,307,22,307.92,4.15,5.11,112,1.33,11,6.61
11,3,307,23,307.96,4.22,5.19,112,1.33,23,7.64
11,4,308,0,308,4.33,5.13,109,1.33,25,7.23
11,4,308,1,308.04,4.47,5.36,109,1.33,25,7.58
11,4,308,2,308.08,4.58,5.28,109,1.33,22,7.7
11,4,308,3,308.12,4.67,4.81,109,1,21,7.91
11,4,308,4,308.17,4.65,4.38,109,1,19,7.49
11,4,308,5,308.21,4.58,4.6,109,1,22,7.53
11,4,308,6,308.25,4.4,5.64,109,2.33,19,8.17
11,4,308,7,308.29,7.33,7.07,109,2.33,11,12.76
11,4,308,8,308.33,9.43,8.4,109,2.33,-2,19.74
11,4,308,9,308.38,10.15,9.41,109,3.67,-23,26.09
11,4,308,10,308.42,9.75,10.09,109,3.67,-44,31.69
11,4,308,11,308.46,11.38,10.43,109,3.67,-40,39.84
11,4,308,12,308.5,11.85,10.49,109,4,-29,45.64
11,4,308,13,308.54,11.97,10.43,109,4,-36,47.96
11,4,308,14,308.58,12.55,10.32,109,4,-44,46.65
11,4,308,15,308.62,11.22,10.02,109,3.33,-40,39.11
11,4,308,16,308.67,10.85,9.41,109,3.33,-31,32.86
11,4,308,17,308.71,8.4,8.54,109,3.33,-23,24.03
11,4,308,18,308.75,6.85,7.62,109,4.67,-20,16.9
11,4,308,19,308.79,6.25,6.85,109,4.67,-23,14.11
11,4,308,20,308.83,5.83,6.2,109,4.67,-28,11.25
11,4,308,21,308.88,nan,5.67,109,4.67,-19,nan
11,4,308,22,308.92,5.1,5.31,109,4.67,-18,8.75
11,4,308,23,308.96,5.25,5.12,109,4.67,-22,8.82
11,5,309,0,309,4.88,5.34,137,3.33,-24,10.59
11,5,309,1,309.04,5.1,5.58,137,3.33,-21,10.33
11,5,309,2,309.08,5.22,5.51,137,3.33,-21,10.05
11,5,309,3,309.12,5,5.02,137,3.33,-20,9.54
11,5,309,4,309.17,4.95,4.57,137,3.33,-31,8.65
11,5,309,5,309.21,4.28,4.8,137,3.33,-28,7.9
11,5,309,6,309.25,4.5,5.89,137,3,-26,8.8
11,5,309,7,309.29,7.7,7.39,137,3,-27,14.9
11,5,309,8,309.33,9.53,8.79,137,3,-34,20.6
11,5,309,9,309.38,10.35,9.86,137,3.67,-43,26.69
11,5,309,10,309.42,10.2,10.58,137,3.67,-39,31.65
11,5,309,11,309.46,11.57,10.94,137,3.67,-40,37.67
11,5,309,12,309.5,11.47,11.01,137,2.33,-38,38.71
11,5,309,13,309.54,11.3,10.93,137,2.33,-25,37.94
11,5,309,14,309.58,10.93,10.79,137,2.33,-19,37.91
11,5,309,15,309.62,10.82,10.47,137,1.67,-19,34.14
11,5,309,16,309.67,9.95,9.82,137,1.67,-23,27.42
11,5,309,17,309.71,8.2,8.89,137,1.67,-23,20.2
11,5,309,18,309.75,5.85,7.89,137,2,-22,14.08
11,5,309,19,309.79,5.65,6.98,137,2,-20,11.6
11,5,309,20,309.83,5.38,6.24,137,2,-21,10.03
11,5,309,21,309.88,5.1,5.66,137,2.67,-25,8.73
11,5,309,22,309.92,4.5,5.27,137,2.67,-29,7.76
11,5,309,23,309.96,4.12,4.94,137,2.67,-26,7.34
11,6,310,0,310,4.4,5.23,101,1.33,-26,8.64
11,6,310,1,310.04,4.55,5.41,101,1.33,-25,8.96
11,6,310,2,310.08,nan,5.31,101,1.33,-23,nan
11,6,310,3,310.12,5.05,4.82,101,2,-22,8.82
11,6,310,4,310.17,4.75,4.37,101,2,-22,7.7
11,6,310,5,310.21,3.73,4.57,101,2,-27,6.14
11,6,310,6,310.25,3.67,5.6,101,2,-27,7.16
11,6,310,7,310.29,6.85,7.04,101,2,-26,12.91
11,6,310,8,310.33,8.95,8.38,101,2,-21,19.52
11,6,310,9,310.38,9.8,9.4,101,1.67,-15,24.57
11,6,310,10,310.42,10.93,10.08,101,1.67,-15,28.37
11,6,310,11,310.46,10.3,10.44,101,1.67,-16,30.56
11,6,310,12,310.5,11.35,10.51,101,2.33,-17,31.83
11,6,310,13,310.54,10.35,10.44,101,2.33,-15,32.43
11,6,310,14,310.58,10.6,10.31,101,2.33,-11,35.67
11,6,310,15,310.62,10.65,9.99,101,1,-8,35.54
11,6,310,16,310.67,10.75,9.36,101,1,-10,30.17
11,6,310,17,310.71,8.15,8.47,101,1,-11,20.01
11,6,310,18,310.75,5.3,7.51,101,1,-10,12.51
11,6,310,19,310.79,4.95,6.65,101,1,-7,10.51
11,6,310,20,310.83,5.05,5.95,101,1,-9,9.6
11,6,310,21,310.88,4.9,5.41,101,3,-8,8.85
11,6,310,22,310.92,4.62,5.05,101,3,-12,8.42
11,6,310,23,310.96,4.47,4.93,101,3,-18,8.59
11,7,311,0,311,4.38,5.08,106,3,-22,10.95
11,7,311,1,311.04,nan,5.3,106,3,-22,nan
11,7,311,2,311.08,nan,5.24,106,3,-20,nan
11,7,311,3,311.12,4.58,4.78,106,3,-20,10.21
11,7,311,4,311.17,nan,4.34,106,3,-27,nan
11,7,311,5,311.21,3.25,4.55,106,3,-27,6.71
11,7,311,6,311.25,3.45,5.58,106,1.67,-26,7.87
11,7,311,7,311.29,6.62,7.02,106,1.67,-20,13.07
11,7,311,8,311.33,8.57,8.36,106,1.67,-17,20.83
11,7,311,9,311.38,10.41,9.39,106,2.67,-17,30.04
11,7,311,10,311.42,11.85,10.08,106,2.67,-15,37.3
11,7,311,11,311.46,12.1,10.44,106,2.67,-13,41.84
11,7,311,12,311.5,12.25,10.52,106,2,-10,42.65
11,7,311,13,311.54,11.75,10.45,106,2,-14,41.97
11,7,311,14,311.58,11.25,10.3,106,2,-8,42.75
11,7,311,15,311.62,11.03,9.98,106,2.33,-4,41.18
11,7,311,16,311.67,10.3,9.34,106,2.33,-4,31.94
11,7,311,17,311.71,8.6,8.44,106,2.33,-6,22.42
11,7,311,18,311.75,5.4,7.47,106,2.33,-5,14.75
11,7,311,19,311.79,5,6.61,106,2.33,-1,12.59
11,7,311,20,311.83,5.47,5.92,106,2.33,1,12.03
11,7,311,21,311.88,4.9,5.39,106,3.33,-8,10.58
11,7,311,22,311.92,3.95,5.03,106,3.33,-14,9.32
11,7,311,23,311.96,3.95,4.91,106,3.33,-22,8.63
11,8,312,0,312,4.1,5.06,86,1.67,-21,8.95
11,8,312,1,312.04,4.2,5.29,86,1.67,-23,9.74
11,8,312,2,312.08,4.42,5.23,86,1.67,-24,9.29
11,8,312,3,312.12,4.75,4.77,86,1,-24,8.66
11,8,312,4,312.17,4.47,4.33,86,1,-24,6.85
11,8,312,5,312.21,2.58,4.53,86,1,-25,4.78
11,8,312,6,312.25,3.27,5.56,86,2,-23,6.09
11,8,312,7,312.29,6.85,7,86,2,-20,11.29
11,8,312,8,312.33,8.78,8.35,86,2,-19,17.89
11,8,312,9,312.38,10.2,9.38,86,2,-17,23.69
11,8,312,10,312.42,11,10.07,86,2,-14,29.07
11,8,312,11,312.46,10.55,10.44,86,2,-16,31.45
11,8,312,12,312.5,10.95,10.52,86,2.33,-14,34.9
11,8,312,13,312.54,11.18,10.45,86,2.33,-9,36.64
11,8,312,14,312.58,11.07,10.3,86,2.33,-14,37.53
11,8,312,15,312.62,10.95,9.96,86,2,-12,35.84
11,8,312,16,312.67,11,9.31,86,2,-13,30.93
11,8,312,17,312.71,8.55,8.4,86,2,-11,19.64
11,8,312,18,312.75,5.3,7.43,86,1,-11,11.53
11,8,312,19,312.79,4.53,6.57,86,1,-9,9.23
11,8,312,20,312.83,4.45,5.88,86,1,-7,8.33
11,8,312,21,312.88,4.22,5.36,86,3,-6,7.56
11,8,312,22,312.92,4.17,5.01,86,3,-9,7.02
11,8,312,23,312.96,3.95,4.89,86,3,-14,6.79
11,9,313,0,313,3.73,5.05,75,2.67,-12,8.15
11,9,313,1,313.04,3.88,5.27,75,2.67,-14,8.38
11,9,313,2,313.08,3.98,5.21,75,2.67,-17,7.88
11,9,313,3,313.12,3.85,4.75,75,2.33,-14,7.38
11,9,313,4,313.17,4.1,4.31,75,2.33,-13,6.52
11,9,313,5,313.21,3.92,4.51,75,2.33,-9,6.28
11,9,313,6,313.25,3.55,5.54,75,1.67,-11,6.96
11,9,313,7,313.29,6.6,6.99,75,1.67,-10,11.39
11,9,313,8,313.33,8.1,8.34,75,1.67,-9,18.71
11,9,313,9,313.38,10.3,9.37,75,1,-3,24.63
11,9,313,10,313.42,10.5,10.07,75,1,2,30.27
11,9,313,11,313.46,11.4,10.44,75,1,1,33.6
11,9,313,12,313.5,11.45,10.53,75,1.67,-2,34.67
11,9,313,13,313.54,10.53,10.46,75,1.67,0,33.53
11,9,313,14,313.58,10.78,10.3,75,1.67,1,34.27
11,9,313,15,313.62,9.53,9.95,75,2.33,1,32.05
11,9,313,16,313.67,9.3,9.29,75,2.33,-3,26.23
11,9,313,17,313.71,7.35,8.36,75,2.33,-5,20.1
11,9,313,18,313.75,6.7,7.39,75,2.67,-14,16.25
11,9,313,19,313.79,6.33,6.53,75,2.67,-19,14.39
11,9,313,20,313.83,nan,5.85,75,2.67,-15,nan
11,9,313,21,313.88,5.05,5.34,75,2.67,-7,11.35
11,9,313,22,313.92,4.47,4.99,75,2.67,-5,9.91
11,9,313,23,313.96,4.55,5.09,75,2.67,-8,9.7
11,10,314,0,314,4.5,5.03,69,4,-16,8.6
11,10,314,1,314.04,4.53,5.25,69,4,-29,8.81
11,10,314,2,314.08,4.53,5.2,69,4,-16,8.13
11,10,314,3,314.12,4.4,4.74,69,3,-4,7.5
11,10,314,4,314.17,nan,4.3,69,3,-7,nan
11,10,314,5,314.21,4.4,4.49,69,3,-11,5.95
11,10,314,6,314.25,3.3,5.52,69,2.67,-12,5.5
11,10,314,7,314.29,6.2,6.99,69,2.67,-7,9.14
11,10,314,8,314.33,8.75,8.39,69,2.67,-20,16.86
11,10,314,9,314.38,8.8,9.52,69,4.33,-14,21.49
11,10,314,10,314.42,10.12,10.33,69,4.33,-13,30.93
11,10,314,11,314.46,11.38,10.79,69,4.33,-32,37.39
11,10,314,12,314.5,10.93,10.88,69,3.67,-38,39.84
11,10,314,13,314.54,10.62,10.8,69,3.67,-34,43.42
11,10,314,14,314.58,12.28,10.63,69,3.67,-41,50.46
11,10,314,15,314.62,12.43,10.33,69,4.33,-38,48.27
11,10,314,16,314.67,11.43,9.66,69,4.33,-46,38.46
11,10,314,17,314.71,8.55,8.7,69,4.33,-65,25.86
11,10,314,18,314.75,6.65,7.68,69,3,-53,17.56
11,10,314,19,314.79,6.65,6.78,69,3,-49,15.65
11,10,314,20,314.83,5.72,6.08,69,3,-52,12.74
11,10,314,21,314.88,6.45,5.55,69,2.33,-49,12.25
11,10,314,22,314.92,5.8,5.2,69,2.33,-45,10.99
11,10,314,23,314.96,5.38,4.88,69,2.33,-42,9.61
11,11,315,0,315,5.1,5.24,89,2.33,-40,11.69
11,11,315,1,315.04,5.15,5.47,89,2.33,-36,11.74
11,11,315,2,315.08,4.97,5.41,89,2.33,-41,10.56
11,11,315,3,315.12,5.03,4.94,89,2.33,-40,10.1
11,11,315,4,315.17,5.03,4.47,89,2.33,-41,8.59
11,11,315,5,315.21,5.1,4.67,89,2.33,-41,8.38
11,11,315,6,315.25,4.25,5.73,89,1.67,-38,8.29
11,11,315,7,315.29,7.25,7.21,89,1.67,-34,12.71
11,11,315,8,315.33,9.18,8.58,89,1.67,-26,19.4
11,11,315,9,315.38,9.62,9.62,89,2.33,-25,23.37
11,11,315,10,315.42,10.72,10.31,89,2.33,-23,27.06
11,11,315,11,315.46,11.1,10.67,89,2.33,-22,30.6
11,11,315,12,315.5,10.68,10.71,89,2,-18,32.05
11,11,315,13,315.54,11.1,10.58,89,2,-11,32.8
11,11,315,14,315.58,9.93,10.36,89,2,-5,32.07
11,11,315,15,315.62,9.6,9.94,89,1.33,-5,30.61
11,11,315,16,315.67,10.4,9.24,89,1.33,-9,27.75
11,11,315,17,315.71,7.7,8.29,89,1.33,-10,17.26
11,11,315,18,315.75,4.15,7.3,89,1.67,-8,10.77
11,11,315,19,315.79,4.53,6.45,89,1.67,-7,10.17
11,11,315,20,315.83,4.47,5.79,89,1.67,-8,9.69
11,11,315,21,315.88,4.38,5.29,89,4.67,-14,9.04
11,11,315,22,315.92,4.1,4.95,89,4.67,-23,8.57
11,11,315,23,315.96,4.1,4.84,89,4.67,-36,8.06
11,12,316,0,316,4.05,5,92,3.67,-40,8.15
11,12,316,1,316.04,nan,5.22,92,3.67,-35,nan
11,12,316,2,316.08,4.12,5.17,92,3.67,-35,7.48
11,12,316,3,316.12,4.2,4.72,92,2.33,-37,7.39
11,12,316,4,316.17,4.12,4.28,92,2.33,-37,5.46
11,12,316,5,316.21,2.38,4.49,92,2.33,-34,3.63
11,12,316,6,316.25,2.95,5.54,92,2,-30,4.76
11,12,316,7,316.29,6.17,7.05,92,2,-30,10.79
11,12,316,8,316.33,8.85,8.45,92,2,-33,19.22
11,12,316,9,316.38,10.85,9.5,92,1,-28,25.98
11,12,316,10,316.42,11.38,10.21,92,1,-27,29.79
11,12,316,11,316.46,11.4,10.58,92,1,-26,32.98
11,12,316,12,316.5,10.93,10.65,92,0.67,-24,33.66
11,12,316,13,316.54,10.53,10.54,92,0.67,-19,31.92
11,12,316,14,316.58,10.32,10.33,92,0.67,-17,33.46
11,12,316,15,316.62,10.05,9.92,92,1,-15,31.17
11,12,316,16,316.67,9.55,9.21,92,1,-15,25.99
11,12,316,17,316.71,8.2,8.26,92,1,-15,18.31
11,12,316,18,316.75,5.2,7.26,92,1,-15,11.52
11,12,316,19,316.79,4.08,6.42,92,1,-16,8.81
11,12,316,20,316.83,3.8,5.76,92,1,-13,7.53
11,12,316,21,316.88,3.85,5.26,92,2,-15,7.4
11,12,316,22,316.92,4.03,4.93,92,2,-16,7.78
11,12,316,23,316.96,3.9,4.82,92,2,-16,7.39
11,13,317,0,317,4.05,4.98,112,1.33,-20,8.61
11,13,317,1,317.04,4.22,5.2,112,1.33,-23,9.55
11,13,317,2,317.08,4.3,5.15,112,1.33,-23,8.45
11,13,317,3,317.12,4.35,4.71,112,1.67,-25,8.27
11,13,317,4,317.17,4.1,4.26,112,1.67,-26,7.03
11,13,317,5,317.21,3.73,4.44,112,1.67,-23,6.42
11,13,317,6,317.25,3.55,5.46,112,0.67,-19,6.81
11,13,317,7,317.29,6.75,6.92,112,0.67,-17,12.34
11,13,317,8,317.33,8.43,8.29,112,0.67,-14,16.94
11,13,317,9,317.38,9.55,9.34,112,1.67,-11,22.12
11,13,317,10,317.42,11.15,10.05,112,1.67,-14,25.91
11,13,317,11,317.46,9.22,10.46,112,1.67,-13,27.29
11,13,317,12,317.5,10.95,10.56,112,1,-11,32.28
11,13,317,13,317.54,10.78,10.47,112,1,-11,35.57
11,13,317,14,317.58,10.68,10.28,112,1,-9,36.26
11,13,317,15,317.62,10.4,9.9,112,0.67,-7,34.52
11,13,317,16,317.67,10.07,9.19,112,0.67,-7,29.32
11,13,317,17,317.71,7.6,8.22,112,0.67,-7,19.99
11,13,317,18,317.75,6.1,7.22,112,0.67,-9,14.35
11,13,317,19,317.79,5.8,6.38,112,0.67,-8,11.54
11,13,317,20,317.83,4.15,5.73,112,0.67,-7,8.82
11,13,317,21,317.88,3.95,5.24,112,0.67,-5,7.54
11,13,317,22,317.92,3.38,4.92,112,0.67,-8,7.41
11,13,317,23,317.96,3.5,4.8,112,0.67,-13,6.96
11,14,318,0,318,3.52,4.96,102,3,-10,7.01
11,14,318,1,318.04,3.73,5.18,102,3,-22,7.66
11,14,318,2,318.08,3.67,5.14,102,3,-24,7.27
11,14,318,3,318.12,3.77,4.69,102,3,-22,7
11,14,318,4,318.17,3.8,4.24,102,3,-23,6.21
11,14,318,5,318.21,3.4,4.42,102,3,-21,6.74
11,14,318,6,318.25,3.7,5.44,102,2.67,-12,7.15
11,14,318,7,318.29,6.75,6.91,102,2.67,-27,12.03
11,14,318,8,318.33,8.18,8.28,102,2.67,-26,16.14
11,14,318,9,318.38,8.95,9.33,102,1,-22,21.65
11,14,318,10,318.42,9.5,10.05,102,1,-20,27.56
11,14,318,11,318.46,10.45,10.46,102,1,-19,33.02
11,14,318,12,318.5,10.65,10.57,102,2.33,-14,36.86
11,14,318,13,318.54,11.3,10.48,102,2.33,-11,38.19
11,14,318,14,318.58,11,10.28,102,2.33,-4,37.35
11,14,318,15,318.62,10.35,9.88,102,2,-5,34.06
11,14,318,16,318.67,9.65,9.16,102,2,-6,28.23
11,14,318,17,318.71,8.4,8.18,102,2,-7,20.98
11,14,318,18,318.75,5.8,7.18,102,3.33,-8,13.48
11,14,318,19,318.79,5.6,6.34,102,3.33,-14,12.05
11,14,318,20,318.83,5.35,5.7,102,3.33,-20,10.27
11,14,318,21,318.88,4.12,5.21,102,3,-23,8.42
11,14,318,22,318.92,4.3,4.9,102,3,-22,9.2
11,14,318,23,318.96,4.53,4.94,102,3,-19,9.03
11,15,319,0,319,4.88,4.94,111,2.67,-20,9.87
11,15,319,1,319.04,4.6,5.17,111,2.67,-21,9.77
11,15,319,2,319.08,4.1,5.12,111,2.67,-21,8.73
11,15,319,3,319.12,4.12,4.68,111,3.33,-23,7.57
11,15,319,4,319.17,4.12,4.25,111,3.33,-28,7.06
11,15,319,5,319.21,3.77,4.43,111,3.33,-33,6.44
11,15,319,6,319.25,3.8,5.46,111,3,-33,7.35
11,15,319,7,319.29,6.75,6.95,111,3,-35,12.67
11,15,319,8,319.33,9.2,8.34,111,3,-34,19.43
11,15,319,9,319.38,10.53,9.42,111,3.33,-35,26.03
11,15,319,10,319.42,10.8,10.19,111,3.33,-38,31.42
11,15,319,11,319.46,10.75,10.64,111,3.33,-36,35.13
11,15,319,12,319.5,11.2,10.76,111,3,-28,38.44
11,15,319,13,319.54,11.03,10.68,111,3,-31,40.84
11,15,319,14,319.58,11.32,10.48,111,3,-29,41.51
11,15,319,15,319.62,11.32,10.04,111,1,-26,38.83
11,15,319,16,319.67,10.9,9.28,111,1,-24,31.51
11,15,319,17,319.71,7.75,8.27,111,1,-19,19.85
11,15,319,18,319.75,5.1,7.26,111,2.67,-14,12.3
11,15,319,19,319.79,5.2,6.42,111,2.67,-15,11.54
11,15,319,20,319.83,4.62,5.78,111,2.67,-20,9.06
11,15,319,21,319.88,4.25,5.32,111,4.33,-19,7.98
11,15,319,22,319.92,3.92,5.02,111,4.33,-16,8.48
11,15,319,23,319.96,3.9,4.96,111,4.33,-26,7.77
11,16,320,0,320,3.8,5.05,103,3.67,-22,8.6
11,16,320,1,320.04,3.88,5.27,103,3.67,-29,8.7
11,16,320,2,320.08,4,5.23,103,3.67,-42,8.66
11,16,320,3,320.12,4.08,4.8,103,4,-48,7.61
11,16,320,4,320.17,3.83,4.36,103,4,-48,7.25
11,16,320,5,320.21,3.33,4.55,103,4,-47,6.61
11,16,320,6,320.25,3.38,5.6,103,3.67,-56,6.99
11,16,320,7,320.29,6.45,7.14,103,3.67,-59,12.42
11,16,320,8,320.33,9.07,8.58,103,3.67,-50,19.6
11,16,320,9,320.38,10.47,9.69,103,3.33,-42,27.54
11,16,320,10,320.42,11.4,10.45,103,3.33,-37,34.73
11,16,320,11,320.46,11.62,10.89,103,3.33,-39,39.51
11,16,320,12,320.5,11.7,11.01,103,3.33,-35,41.2
11,16,320,13,320.54,11.57,10.92,103,3.33,-32,43.17
11,16,320,14,320.58,11.2,10.7,103,3.33,-38,42.06
11,16,320,15,320.62,10.61,10.27,103,3.67,-39,35.93
